features,labels
"WASHINGTON — Senator Bernie Sanders met with President Obama on Thursday and said afterward that he would do everything within his power to stop Donald J. Trump from becoming president — and would work closely with Hillary Clinton to make that happen.After the meeting with Mr. Obama, which lasted more than an hour, Mr. Sanders gave no indication that he was ready to leave the race just yet, insisting that he would compete in next week’s primary contest here in Washington.“I will work as hard as I can, to make sure that Donald Trump does not become president of the United States,” Mr. Sanders told reporters, saying the Manhattan businessman “makes bigotry and discrimination the cornerstone of his campaign” and would be a “disaster” as commander in chief.He said he would continue fighting for the issues that animated his campaign, including enhancing Social Security benefits, college affordability and restoring the nation’s crumbling infrastructure.“These are the issues that we will take to the Democratic National Convention in Philadelphia in July,” Mr. Sanders said, declining to answer reporters’ shouted questions about whether he would leave the race.Shortly after their meeting, Mr. Obama endorsed Mrs. Clinton in a video.The visit came a day after the senator huddled with his team at his headquarters in Vermont to discuss the fate of his candidacy.Mr. Sanders, who requested the meeting with the president, pulled into the White House grounds at 10:56 a.m. after stopping at a nearby Peet’s Coffee for a scone.Mr. Obama was trying to negotiate, however gently, with him to exit the Democratic race without inflicting damage on efforts to unite the party.“My hope is, is that over the next couple of weeks, we’re able to pull things together,” Mr. Obama said during a taping of an appearance on the “Tonight Show Starring Jimmy Fallon” on Wednesday in New York.Briefly posing for photographers before his meeting in the Capitol with Senator Harry Reid, the minority leader, Mr. Sanders ignored three questions about Mr. Obama’s endorsement of Mrs. Clinton.His face flushed, Mr. Sanders did not speak at all.After his meeting with Reid, Mr. Sanders made a quick exit through a back hall on his way to meet with Senator Chuck Schumer of New York.After Mrs. Clinton won Tuesday’s California primary, Mr. Sanders refused to quit the race, despite Mrs. Clinton’s wide margin of victory and the fact that she had the support of enough delegates for the nomination.On Wednesday, Mr. Sanders sent out a fund-raising email asking for contributions of $2.70, and at 7 p.m. he will hold a rally outside of R.F.K. Stadium in Washington, where he will discuss his plans for getting big money out of politics and making public universities tuition free.",center
"Controversial Maine Gov. Paul LePage opened the door Tuesday to making an early exit from the governor’s office following pressure from state lawmakers to step down.“I’m looking at all options,” LePage said on talk radio station WVOM.Later in the day, LePage took to Twitter, though, to push back on media reports about a possible resignation.During the radio interview, the governor apologized repeatedly for an expletive-ridden voicemail he recently left for Democratic state Rep. Drew Gattine -- the latest controversy to hang over his office.Earlier, the Republican governor had refused to apologize for the message, even saying at press conference he wished it was 1825 so he could shoot Gattine in a duel.In a recording of the message obtained by the Press Herald, the governor identified himself and went on to curse out Gattine.“I would like to talk to you about your comments about my being a racist, you c---sucker.LePage initially said his outburst was justified because Gattine called him a racist – something Gattine has denied.The alleged name-calling came after LePage said during a town hall that he’s collected a binder full of drug dealers arrested in the state showing that 90 percent of them “are black and Hispanic people from Waterbury, Conn.; the Bronx; and Brooklyn.”The leaked voicemail prompted members of LePage’s own party to question his ability to lead the state.During his news conference Friday, LePage offered more racially charged comments that have drawn fire, saying, ""A bad guy is a bad guy.But this isn’t the first time LePage’s comments have gotten him in trouble.The Republican governor has a long history of making controversial statements dating back to 2010 when he said if he were elected governor, he’d tell President Obama to “go to hell.”A year later, LePage said that NAACP officials, who had called him out for not attending a Martin Luther King Jr.’s event, could “kiss my butt.”In 2015, LePage was forced to apologize to the son of a cartoonist for The Bangor Daily News because he told him he’d “like to shoot” his father.In January, he said drug dealers with names like “D-Money, Smoothie (and) Shifty” are getting Maine’s white women pregnant.LePage’s second and final term as governor officially ends in 2019.",liberal
"Sen. Ted Cruz has laid down the gauntlet in the growing war of words with Donald Trump over the Republican presidential candidates’ wives.The Texas lawmaker blamed his rival for the National Enquirer story published Friday that alleged Cruz has had extramarital affairs, and after hits from Trump’s campaign about the mental health of his wife, the firebrand senator appears to be backing away from his pledge to support Trump if the billionaire real estate mogul wins the GOP nomination.“I don’t make a habit out of supporting people who attack my wife and attack my family,” Cruz said at a press conference after a Wisconsin rally, according to The Hill.He added, “Donald Trump is not going to be the Republican nominee.”Earlier in the campaign, GOP candidates signed a promise not to run as an independent if they were not nominated.“It is garbage, complete and utter lies,” Cruz said about the National Enquirer article alleging that he has had multiple affairs.Trump spokeswoman Katrina Pierson responded to claims that she is one of the mystery women referred to in the article, stating on Twitter that the allegation is “stupidity on all levels.”“Of course the National Enquirer story is 100 percent false!,” Pierson tweeted.Of course the National Enquirer story is 100% FALSE!!!Earlier this year, the tabloid endorsed Trump for president with an issue that included an article giving ten reasons why the reality TV star is the “only choice for the White House.”The intensely personal feud between Cruz and Trump began earlier this week when a super PAC that opposes Trump posted a meme-style ad featuring a naked Melania Trump that Trump’s then-girlfriend, a professional model, posed for more that 15 years ago for British GQ.Make America Awesome PAC paid for the ads and posted them on Facebook and Instagram.The photo features Mrs. Trump sprawled out naked on a fur rug inside a Boeing 727.An angry Trump lashed out at Cruz on Twitter, calling the senator a liar, as he has alleged before in the campaign, and threatening to “spill the beans” about Cruz's wife Heidi.“Lyin' Ted Cruz just used a picture of Melania from a GQ shoot in his ad,” Trump said on the social media site.Cruz quickly retorted by saying that the ads did not come not from his campaign, and called Trump a “coward” threatening to go after his wife.“Pic of your wife not from us,” Cruz said.The lurch into the sort of personal territory that's normally off limits in campaigns occurred as an anti-Trump super PAC began running an ad in primary states featuring women reciting comments made by the billionaire that are derogatory toward women.Trump has a substantial lead in the delegate chase for the GOP nomination.",conservative
"Former Mexican President Vicente Fox says Mexico will not pay for a wall along the U.S. border, despite what GOP presidential hopeful Donald Trump may claim.Fox said, as a taxpayer, he’s not willing to fund Trump’s big idea.“I’m not going to pay for that fucking wall,” Fox told Fusion’s Jorge Ramos in an interview airing Thursday.The GOP front-runner, who has made many outrageous comments about Latinos including calling Mexican immigrants ""criminals"" and ""rapists,"" insists he'll coerce Mexico into paying for a wall to keep undocumented migrants out of the U.S. if he's elected.Fox, however, isn't worried that Trump will actually win the presidency.""Democracy cannot pick crazy people that doesn't know what's going on in the world today,"" he said.Ramos pointed out that Trump likely won among Hispanics during Tuesday’s Nevada caucus -- a statistic that has a few caveats.""I'd like to know who those Hispanics are,"" Fox said.Felipe Calderon, who was president of Mexico from 2006 to 2012, has also dismissed Trump's idea.""Mexican people, we are not going to pay any single cent for such a stupid wall,"" he said earlier this month.",center
"Listening to Michael R. Bloomberg rage about Donald J. Trump in his speech at the Democratic National Convention this week — labeling him a public menace and hinting that he was not quite sane — it would be easy to think that the two billionaires had a rift going back many years.“Trump says he wants to run the nation like he’s run his business,” Mr. Bloomberg said on Wednesday.But in all their time in New York City, their interactions have been limited, yet cordial, according to people who know both of them.They existed in different circles of New York’s ultrarich: Mr. Bloomberg is known as a generous philanthropist; Mr. Trump appears to have been flinty in his giving.Mr. Bloomberg made his billions in finance and technology; Mr. Trump got his start in real estate before becoming a casino magnate and then a reality-show celebrity.“I’ve been by Mike’s side for 19 years, and I’ve never met Donald Trump,” said Kevin Sheekey, an adviser to Mr. Bloomberg, underscoring the extent to which the men were not close.On at least a few occasions, Mr. Bloomberg and Mr. Trump met up on the golf links.“How about the mayor starts it off in honor of the city?” Mr. Trump was quoted as saying, playing peacemaker and showing deference to Mr. Bloomberg.Mr. Bloomberg also appeared twice on Mr. Trump’s reality TV show, “The Apprentice,” in 2004 and 2008, in part as a way to demonstrate support for the show, which was produced in New York.And the men have a filial connection: acquaintances said that Mr. Bloomberg’s daughter Georgina is friends with Mr. Trump’s daughter Ivanka.Mr. Trump, an avid user of Twitter, made positive comments about Mr. Bloomberg when he was in office.In 2013, he praised Mr. Bloomberg’s administration for choosing him to finish a stalled Bronx golf course project, and then wrote on Twitter about a ribbon-cutting with the mayor.In 2014, Mr. Trump tweeted congratulations at Georgina for winning an equestrian tournament.But the cordiality dissipated not long after Mr. Trump declared his candidacy.“As a former Republican presidential campaign manager told me, Hillary has some baggage, but Trump is crazy,” said Mr. Sheekey, who was involved in Mr. Bloomberg’s explorative bid.Mr. Trump, typically, has not shied away from counterattacks.“We used to be friends,” Mr. Trump told CNN.",center
"Supreme Court Justice Ruth Bader Ginsburg faced a growing and bipartisan backlash Wednesday -- including a call from Donald Trump to resign -- as she doubled down on her criticism of the presumptive GOP nominee, calling him a “faker” who is unqualified to be president.Even political figures and newspaper editorial writers who might agree with the comments swiftly said they were out of line for a high court justice.And Trump himself lashed out on Twitter, saying:Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me.The liberal icon justice had kicked off the storm with comments to The New York Times published Saturday.She doubled down late Monday, telling CNN: “He is a faker.”""He has no consistency about him.Trump swiftly responded Tuesday, telling the Times it was “highly inappropriate that a United States Supreme Court judge gets involved in a political campaign.”“I think it’s a disgrace to the court and I think she should apologize to the court.Trump’s criticisms were echoed by Republican congressional leaders.""It raises a level of skepticism that the American people have from time to time about just how objective the Supreme Court is, whether they're over there to call the balls and strikes, or weigh in on one side or another,"" he said.House Speaker Paul Ryan used similar language at a CNN event Tuesday.""For someone on the Supreme Court who is going to be calling balls and strikes in the future based upon whatever the next president and Congress does, that strikes me as inherently biased and out of the realm,"" Ryan said.Ginsburg’s comments also left Democratic lawmakers squirming.“We all know that the justices on the Supreme Court have political views.“She may have got out over her skis a little bit and more forthright and political than she should have been.Mainstream media outlets also joined in the chorus of criticism.“However valid her comments may have been, though, and however in keeping with her known political bent, they were still much, much better left unsaid by a member of the Supreme Court,” The Washington Post’s editorial board said Tuesday.The board noted the Code of Conduct for U.S. judges says that a “judge should not ... publicly endorse or oppose a candidate for public office.”The New York Times also chimed in: “Washington is more than partisan enough without the spectacle of a Supreme Court justice flinging herself into the mosh pit.""Wednesday morning brought some relief for the under-fire justice, with Vermont Sen. Bernie Sanders giving qualified support for her comments.",liberal
"At almost all of his campaign rallies, Donald J. Trump leads a familiar refrain as he details his plan to build a giant wall along the border with Mexico.“Who’s gonna pay?” he asks.Without fail, Mr. Trump’s adoring fans reply, “Mexico!”While the Mexican government has said little about Mr. Trump’s plan to beef up border security, two of the country’s former presidents have a message for Mr. Trump: Mexico won’t pay.“I’m not going to pay,” Vicente Fox said, using a profanity to comment about the wall Thursday in an interview with Fusion.Mr. Fox, who was president of Mexico from 2000 to 2006, was clear in his opposition to Mr. Trump, calling him “egocentric” and lacking in any political values.“I’d like to know who those Hispanics are,” Mr. Fox said.Mr. Fox’s successor, Felipe Calderón, expressed similar concerns about the wall this month.“Mexican people, we are not going to pay any single cent for such a stupid wall!” Mr. Calderón told CNBC.Mr. Calderón, who was president from 2006 until 2012, went on to argue that Mr. Trump was misinformed about the flow of immigrants from Mexico to the United States and that closing the border would harm America’s economy.For his part, Mr. Trump has insisted that as president he would have the leverage to compel Mexico to pay for the wall, which he estimates would cost about $8 billion.On Thursday, however, he appeared to be more angered by Mr. Fox’s tone.",conservative
"Former New York City Mayor Michael Bloomberg formally endorsed Hillary Clinton Wednesday at the Democratic National Convention, saying it was ""imperative"" that voters back the former secretary of state over GOP nominee Donald Trump.""This is just too important to sit out,"" said Bloomberg, a former Democrat who won New York's mayoralty as a Republican in 2001 before leaving the party to become an independent six years later.""There are times when I disagree with Hillary,"" Bloomberg said.Bloomberg, who has an estimated net worth of $48 billion, threw several jabs at Trump, whom he called a ""dangerous demagogue"" and a ""bomb-thrower.""Bloomberg contrasted his business history with Trump's, saying ""I’ve built a business, and I didn’t start it with a million-dollar check from my father.""Bloomberg also charged that Trump had ""left behind a well-documented record of bankruptcies and thousands of lawsuits and angry shareholders and contractors who feel cheated and disillusioned customers who feel ripped off.""""Trump says he wants to run the nation like he's running his business?Bloomberg considered making a third-party run for president this year before opting against a campaign, expressing worry he would siphon away votes from Democratic nominee Hillary Clinton and inadvertently help elect Trump.While in office, Bloomberg had a cordial relationship with Clinton, who, as a senator from New York, was involved in the city's post-9/11 rebuilding effort.But Trump's hardline approach to immigration alienated Bloomberg, who often makes the case that an open immigration policy is needed to keep the nation's economy growing.Trump did not immediately respond to the speech.",liberal
"WASHINGTON ― House Minority Leader Nancy Pelosi (D-Calif.) was re-elected to her leadership post Wednesday morning.Pelosi defeated her lone challenger, Rep. Tim Ryan (Ohio), by a vote of 134 to 63.“There’s a whole lot of anger,” said one Democrat who opposed her, who requested anonymity in order to speak freely.Pelosi has led House Democrats since 2003, and that’s what Ryan had argued is the problem.House Democrats have also lost nearly 60 seats over the past six years.Pelosi’s supporters said her experience is what the party needs now more than ever, going up against President-elect Donald Trump and a GOP-controlled Congress: She’s battle-tested, she’s a prolific fundraiser and she knows better than anyone how to count votes and keep her party together.They say it’s not her fault when Democrats lose at the polls, either.“You can’t really blame Nancy Pelosi for gerrymandering and for the national election,” Rep. Hank Johnson (D-Ga.) told reporters.She’s also the only woman in top House and Senate leadership.The California Democrat spoke briefly to reporters after the vote, saying she feels “exhilarated” at being re-elected.“Today has a special excitement for me because I think we’re at a time where it is well beyond politics.“We know how to win elections,” she added.Asked about the 63 Democrats who voted for Ryan, Pelosi said, “I got two-thirds of the vote.”Separately, Ryan told reporters the race didn’t turn out as he wanted but he thinks he did “a pretty good job” of bringing economic issues to the forefront.“I think we got the message out,” he said.During the closed-door caucus meeting, several Democrats went to bat for Pelosi. Reps. Adam Schiff (Calif.), Gwen Moore (Wis.), Bill Pascrell (N.J.), Katherine Clark (Mass.), Joaquin Castro (Texas) and Debbie Dingell (Mich.) each gave nominating speeches for her.“Everything we care about [is] at risk,” Schiff told the room.Dingell said she has spoken “endlessly” to Pelosi about appealing to Midwestern voters, and said she gets it.Pelosi’s understanding of Midwesterners, or lack thereof, is what Ryan highlighted as the party’s biggest problem.“When you see working-class people, blue-collar people, going and voting for Trump, that’s a failure of the Democratic Party because they felt like we didn’t care about them,” Ryan said earlier this month.Pelosi did not agree with Ryan’s assessment in a Monday interview with The Huffington Post.“He didn’t even carry his district for Hillary Clinton, so I don’t know why he’s saying that,” she said.",center
"AUGUSTA, Me. — Paul R. LePage, the embattled Republican governor of Maine, declared on Wednesday that he would not step down despite widespread criticism over a profane threat and generalizations about drugs and race that had prompted him to hint on Tuesday that he might abort his second term.“I will not resign,” said Mr. LePage, who tried to put to rest swirling questions about his state of mind.“I’m not an alcoholic, and I’m not a drug addict, and I don’t have mental issues,” he said.Mr. LePage nevertheless said he was seeking “spiritual guidance,” had apologized for his threat, and vowed to make one change to his behavior: “I will no longer speak to the press ever again after today,” he said.Behind the scenes, state lawmakers — Democrats and Senate Republicans — exasperated after six years of political controversies and what they saw as erratic behavior, were scrambling to figure out what, if anything, they could do to formally address this latest crisis.The controversy, which has galvanized the state, started last Wednesday when Mr. LePage made sweeping statements linking minorities to the state’s drug crisis.Both Democrats and Republicans have denounced the remarks, as many legislators called for a special session to at least rebuke the governor over his latest tirade.But on Tuesday, Mr. LePage’s Republican allies in the House, including the minority leader, Kenneth Fredette, announced that they would oppose those efforts — essentially shielding him from any official political consequence.That decision did not sit well with some other state Republicans, and on Wednesday morning, the spotlight shifted to them as the president of the Senate, whose members govern larger and more competitive districts, made a public break with his colleagues in the House.“With all due respect, I completely disagree with Representative Fredette’s position,” the Republican leader, Michael Thibodeau, said in a statement.Mr. Thibodeau said many Senate Republicans were still deciding whether or not Mr. LePage’s apology and promise to seek “spiritual guidance” had allayed their concerns about the governor — a process that could deepen their divide with Republicans in the House and pull the controversy into a second week.“There should be consequences for our actions,” Mr. Thibodeau said, “and I think that’s why we’re really struggling.”There is no precedent for such a situation here — a fact that has sent lawmakers like Senator Roger Katz, a Republican who has been critical of Mr. LePage, back to reading their state Constitutions on Wednesday to figure out what, if anything, they could do now to convene a special session.“It’s never been done before, so we’re in a little bit of uncharted waters,” said Mr. Katz, who said he wanted Mr. LePage to get “a competent evaluation and follow the recommendations of the evaluator.”Democrats have continued to call for Mr. LePage’s ouster, and on Wednesday said they were scheduling meetings with Republican leadership to discuss how to proceed.“Coming back in for a special session will be discussed and all options around the governor’s political future are on the table,” said the Democratic leader of the Senate, Justin Alfond.Mr. LePage’s six years in office here, which began as part of the Tea Party sweep in 2010, have been marked by controversy.By all indications, Mr. LePage seemed determined to again ride out the political storm.“I want to put this behind us,” Mr. LePage said, during a meeting with a select group of reporters in his office on Wednesday morning, adding, “I will never talk about it again.”Mr. LePage spoke shortly after he met with — and apologized to — Representative Drew Gattine, the state Democratic lawmaker who had been the recipient of the angry voice mail.But he but did not apologize for statements he made last week that linked trafficking in the drug to blacks and Hispanics.“I didn’t use racially charged language,” Mr. LePage claimed, although he also said, “Let’s leave ethnicity out of it.”",center
"Maine Gov. Paul LePage (R) said Wednesday that he has no plans to resign, adding that from this day forward, he will no longer talk to the media.“I will no longer speak to the press ever again after today,” he told reporters Wednesday.LePage has been mired in controversy since calling state Rep. Drew Gattine (D) a “son-of-a-bitch, socialist cocksucker” in a voicemail last week.LePage hinted on Tuesday that he may resign before his term ends in 2018, telling a local radio station, “I’m looking at all options.He walked back his remarks later that day, criticizing “rumors” that he was going to resign ― even though they came directly from LePage himself.On Wednesday morning, LePage said unequivocally that he will be staying put.“I will not resign,” he said after a reconciliation meeting with Gattine, according to the Boston Globe.Democrats have been pounding LePage, saying that he needs to step down and questioning his mental abilities.“Every day, Paul LePage gives Maine people more evidence that he is unfit for office,” State House Majority Leader Jeff McCabe (D) and Assistant House Majority Leader Sara Gideon (D) said in a statement Tuesday night.“I’m not an alcoholic and I’m not a drug addict and I don’t have mental issues,” LePage replied Wednesday.He said he will be seeking “spiritual guidance” from his family.Members of LePage’s own party have been trying to deal with the headaches he’s caused as well, with one GOP state senator even talking about censuring him.“With all due respect, I completely disagree with Fredette’s position,” Senate President Mike Thibodeau (R) said Wednesday.The latest controversy really dates back to January, when LePage claimed that drug dealers with names like “Smoothie, D-Money and Shifty” come into Maine and “impregnate a young, white girl before they leave.”LePage was upset because he mistakenly believed Gattine heard those remarks and called him a racist, and so he left him the voicemail.LePage has long been clear about his distaste for the media.",conservative
"WASHINGTON -- With presumptive Democratic presidential nominee Hillary Clinton officially reaching the number of delegates required for the nomination, President Barack Obama congratulated her on Tuesday evening, and signaled that the campaign of rival Sen. Bernie Sanders (I-Vt.) might be coming to an end.According to the White House, Obama spoke to both Clinton and Sanders by phone following Tuesday's primaries and caucuses and will meet with Sanders on Thursday, at Sanders' request.""The President congratulated Secretary Clinton for securing the delegates necessary to clinch the Democratic Nomination for President.""The President thanked Senator Sanders for energizing millions of Americans with his commitment to issues like fighting economic inequality and special interests' influence on our politics.""Obama will meet with Sanders in Washington on Thursday, the same day the Vermont senator plans to hold a rally there.Obama has yet to make an endorsement in the race, but White House officials have said that it could come as early as this week.In recent months, Obama has privately suggested that Sanders drop out of the race to help Democrats unite around Clinton and prepare for the general election.",center
"WASHINGTON — House Democrats on Wednesday rejected appeals that they need new leaders to win back disaffected voters, re-electing Representative Nancy Pelosi of California to an eighth term as House leader over a Rust Belt congressman who said the party had lost its connection to the American working class.Ms. Pelosi’s victory over Representative Tim Ryan, a 43-year-old congressman from a blue-collar district anchored in Youngstown, Ohio, ensures that the party will be led in the next Congress by the established “coastal” Democrats who have increasingly defined it — Ms. Pelosi, 76, who represents San Francisco, and Senator Chuck Schumer of New York, 66, who has held various leadership posts since 2005.The leadership elections, conducted by secret ballot behind closed doors, stamped out calls for new leaders.“I think there’s a lot of soul-searching,” said Representative Carolyn B. Maloney of New York.For years, support for Ms. Pelosi has run so deep that few would even consider challenging her.Ms. Pelosi, whose victory was mockingly cheered by Republicans as good news for them, dismissed the idea that House Democrats could no longer win with her at the helm.“We know how to win elections,” Ms. Pelosi said.Representative Kurt Schrader of Oregon, who backed Mr. Ryan, said after the vote that unless Democrats changed course and adopted “a working man and woman’s agenda,” they should expect defeat.“I’m very worried we just signed the Democratic Party’s death certificate for the next decade and a half,” Mr. Schrader said.Democrats also re-elected Representative Steny H. Hoyer, 77, of Maryland as whip, the No. 2 position, as well as Representative James E. Clyburn, 76, of South Carolina in the No. 3 spot as the assistant Democratic leader.Representative Joseph Crowley of New York was also elected chairman of the House Democratic Caucus, and in a narrow victory, 98 to 96, Representative Linda T. Sánchez of California defeated another California Democrat, Representative Barbara Lee, to become vice chairwoman.After a dismal Election Day for Democrats, the fight for Ms. Pelosi’s post had become a proxy battle for the future of the party, with House Democrats agonizing over how to reconnect with the working-class voters who abandoned them.“We got wiped out in the Midwest, and we’re toxic in rural America,” aides said Mr. Ryan told his colleagues behind closed doors before the vote.But in an interview Tuesday, Mr. Ryan suggested few ideas for how to appeal to voters beyond essentially crowdsourcing the task to more House Democrats, and he offered no indication that working with the Republican majority on any particular policy compromises would be a priority.The Democratic leaders seemed short on concrete strategies, too, committing generally to refocus their message on economic issues.Some of the more specific strategies considered included starting a more aggressive recruitment campaign for Democratic candidates from more conservative areas, as well as increasing their outreach to traditionally “red” districts.“Just because you’re only getting 30 percent of the vote in some area doesn’t mean you shouldn’t go there,” said Representative Cedric L. Richmond of Louisiana.Disappointed by the outcome of the leadership election, a handful of Democrats who had backed Mr. Ryan vowed to press forward with a proposal to turn some jobs, such as the chairman of the party’s campaign arm, into elected positions.That plan is expected to meet resistance from Ms. Pelosi, who retains the power to appoint people to those positions, though some Democrats have expressed an interest in the idea.Though he collected only a dozen or so public endorsements, Mr. Ryan mounted an unlikely challenge to Ms. Pelosi, long considered a legislative and fund-raising powerhouse.Trying to quell calls to replace her, Ms. Pelosi announced her nominations last week for a handful of other positions, and proposed that three members from Illinois, Pennsylvania and New York share the leadership duties of the party’s messaging committee, offering more regional diversity.But each new idea has underscored the fact that Ms. Pelosi refuses to relinquish much power and has cultivated a large, loyal following that does not expect her to.“She has a lot of friends,” Mr. Ryan said.",center
"Supreme Court Justice Ruth Bader Ginsburg hasn’t been shy in recent days about the prospect of a Donald Trump presidency, joking that she might move to New Zealand if it ever happens.“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,” Ginsburg told The New York Times in an article published Sunday.That tracks a comment she made in a separate interview with The Associated Press, when the justice stopped short of noting she’d rather have presumptive Democratic presidential nominee Hillary Clinton making future appointments to the Supreme Court.“I don’t want to think about that possibility,” Ginsburg said when asked to consider Trump in the role of appointer-in-chief. Now a number of legal academics and Supreme Court observers are raising questions about the propriety of Ginsburg’s candor and what it might mean for the court’s integrity ― with some suggesting she might have to recuse herself from considering any Trump-related case that reaches the high court.“The other justices should hold an intervention, and tell her to be quiet or step down,” wrote Josh Blackman, a Houston College of Law professor who frequently writes about the high court.Rick Hasen, another avid court watcher who specializes in election law, wrote that Ginsburg’s statements could very well lead a “reasonable person” to question her impartiality in a future politically charged case.“I think this is ultimately a question for judicial ethicists, but I do think following these comments it is a legitimate question to raise, should Donald Trump’s campaign come to the Court with any legal questions before the election,” he wrote in his widely read Election Law Blog.Dmitry Bam, a professor at the University of Maine School of Law who has written on judicial recusals and ethics, said “there is little question that she has crossed a line.”“For a court that cares a great deal about appearances, this certainly creates the appearance that justices take sides in elections,” Bam wrote in an email.Under federal law, justices must step aside from cases where their “impartiality might reasonably be questioned” ― and they did so in 180 cases during the court’s last term, according to a new analysis by Fix the Court, a group that pushes for structural reform at the Supreme Court.Fix the Court found that the bulk of recent recusals were due to the justices’ prior work as appellate judges or in government positions.But recusals for political views or implicit support for certain positions are exceedingly rare, even in the face of a code of judicial conduct that guides federal judges on extra-judicial activities and how to avoid even the appearance of impropriety.Even with that guidance and other self-imposed checks in place, the justices have time and again declined to step aside in cases of high political salience ― most recently in the same-sex marriage cases, where Ginsburg and Justices Elena Kagan and Clarence Thomas all took part despite calls for them to recuse.“I’m not aware [that] any justice before has ever commented on the merits or demerits of a presidential candidate,” said Ed Whelan, the president of the Ethics and Public Policy Center and a frequent contributor to the conservative National Review Online, where he has chronicled this episode and what he deems Ginsburg’s “remarkable record of indiscretions.”“I may very well share her concerns about Donald Trump ... but the ethics concerns don’t depend on the soundness or unsoundness of the candidate,” Whelan added.But what if this is less a question about ethics and more about wanting our judges to be candid about their positions and biases ― and that the political process itself has done away with the veneer that the high court is entirely apolitical?“Most people now recognize that judges are heavily influenced by their personal beliefs and experiences,” said Bam, of the Maine School of Law.“We have watched one party refuse to hold hearings based the politics of the president and his potential nominees.",liberal
"PHILADELPHIA ― Americans should vote for Hillary Clinton because, unlike Republican nominee Donald Trump, she is a “sane, competent person,” Michael Bloomberg, the former New York mayor and founder of the Bloomberg financial news and information empire, said at the Democratic National Convention Wednesday.The line was an unscripted addition to a speech in which Bloomberg criticized Democrats, but argued that Trump was a “dangerous demagogue” and a bad businessman who would be a disastrous president.The billionaire ex-Republican, who has endorsed Democratic presidential nominee Hillary Clinton, made the case that Trump’s career is characterized by a litany of collapses and missteps, and that the Republican presidential nominee’s boasts don’t match reality.“Throughout his career, Trump has left behind a well-documented record of bankruptcies, thousands of lawsuits, angry stockholders and contractors who feel cheated and disillusioned customers who feel ripped off,” Bloomberg said.Bloomberg’s scathing speech seemed designed to chafe Trump’s rawest nerves, mocking Trump’s business prowess, his inheritance from his late father, his ego and his intellect.“Truth be told, the richest thing about Donald Trump is his hypocrisy,” Bloomberg said.Bloomberg ― who rivals Trump in unwavering self-assurance ― favorably compared his own achievements in business and politics with Trump’s.“We’ve heard a lot of talk in this campaign about needing a leader who understands business.Bloomberg weighed an independent bid for president this year because he objected to both Trump and Sen. Bernie Sanders (I-Vt.), Clinton’s primary challenger.The financial industry tycoon ridiculed Trump’s statements on immigration, national security, foreign trade, and his use of overseas labor.“I understand the appeal of a businessman president,” Bloomberg said.",center
"From his home at Mar-a-Lago, Donald J. Trump stirred up new controversy this week in the Republican presidential primary — and new alarm among party leaders that the front-runner for the nomination will drive away women from candidates running farther down the ballot in the fall.All week, Mr. Trump has slowly escalated a war of words on Twitter against Senator Ted Cruz of Texas, his main competition in the Republican race, based on an ad by a “super PAC” started by people who want to stop the New York developer from getting the nomination.Mr. Cruz has no affiliation with the super PAC, and he has denounced the ad.On Wednesday, Mr. Cruz repeatedly quoted from the movie “The American President” to defend his wife, as she held an event and faced questions about Mr. Trump’s threats.Calling Mr. Trump a “sniveling coward,” Mr. Cruz told his rival to “leave Heidi the hell alone.”It’s useful to remember the news media outrage in 2012 when Todd Akin, running as the Republican nominee for Senate in Missouri, defended what he called “legitimate rape,” a remark that was overwhelmingly offensive to women.Spouses are generally seen as off limits.",conservative
